record_id,region,country,date,network_type,operator,device_type,signal_strength_dbm,latency_ms,throughput_mbps,data_usage_gb,call_drop_rate,packet_loss_percent,jitter_ms,download_speed_mbps,upload_speed_mbps,num_connected_users,network_availability_percent,temperature_celsius,weather_condition
R00777,South,Spain,2023-02-02 08:00:00,4G,Telecom Italia,Router,-93,48,235.67,5.49,0.79,0.29,7.25,39.25,99.24,240,98.01,10.4,Rainy
R00778,Central,Italy,2023-02-02 09:00:00,5G,Deutsche Telekom,Tablet,-88,59,103.31,2.7,1.38,0.15,3.32,136.83,100.37,498,97.73,32.2,Clear
R00779,East,Germany,2023-02-02 10:00:00,5G,Telecom Italia,Router,-67,64,82.28,9.4,0.08,0.99,2.5,96.51,55.62,237,96.91,30.8,Rainy
R00780,North,Germany,2023-02-02 11:00:00,5G,Telecom Italia,Tablet,-59,29,19.22,1.59,1.78,0.56,9.84,115.26,41.61,325,99.75,37.3,Stormy
R00781,South,Germany,2023-02-02 12:00:00,5G,Vodafone,Smartphone,-53,96,45.3,25.26,1.32,0.37,19.6,233.73,133.39,554,99.0,39.8,Stormy
R00782,North,Italy,2023-02-02 13:00:00,5G,Deutsche Telekom,Router,-87,64,35.5,21.24,0.55,0.21,5.69,136.16,8.57,291,99.54,-4.5,Stormy
R00783,North,Germany,2023-02-02 14:00:00,5G,Telecom Italia,Smartphone,-77,36,90.51,17.13,1.32,0.95,8.81,198.61,30.07,371,96.56,9.4,Rainy
R00784,East,Spain,2023-02-02 15:00:00,4G,O2,Smartphone,-84,21,156.4,26.74,1.07,0.63,13.19,291.94,24.25,579,99.89,3.7,Clear
R00785,Central,Italy,2023-02-02 16:00:00,4G,Deutsche Telekom,Tablet,-69,36,21.12,3.75,0.67,0.06,7.67,188.77,142.66,987,95.83,4.6,Clear
R00786,North,Netherlands,2023-02-02 17:00:00,5G,Vodafone,Router,-59,109,184.64,21.58,0.06,0.06,1.07,107.84,5.73,507,95.28,33.9,Clear
R00787,South,Italy,2023-02-02 18:00:00,5G,Orange,Router,-71,57,105.38,4.83,1.1,0.94,8.53,125.32,6.16,424,96.6,38.9,Clear
R00788,West,Spain,2023-02-02 19:00:00,5G,Telecom Italia,Smartphone,-51,56,241.24,2.3,0.16,0.71,16.29,211.81,37.88,552,96.01,37.3,Clear
R00789,North,Netherlands,2023-02-02 20:00:00,4G,O2,Smartphone,-58,82,146.41,4.42,1.62,0.1,18.94,211.36,45.47,823,97.59,26.3,Clear
R00790,North,Italy,2023-02-02 21:00:00,5G,Vodafone,Tablet,-79,24,195.13,28.55,0.18,0.62,6.23,116.75,86.17,115,96.75,20.0,Rainy
R00791,East,Germany,2023-02-02 22:00:00,5G,Deutsche Telekom,Router,-52,44,216.68,13.49,0.86,0.42,18.51,220.1,144.38,513,95.86,23.7,Cloudy
R00792,Central,France,2023-02-02 23:00:00,5G,Telecom Italia,Tablet,-63,92,223.32,1.95,0.87,0.79,17.48,169.67,72.43,118,99.22,33.5,Clear
R00793,West,France,2023-02-03 00:00:00,4G,Vodafone,Tablet,-57,111,134.43,17.72,1.11,0.27,8.73,294.32,46.87,688,97.54,-4.7,Rainy
R00794,South,Germany,2023-02-03 01:00:00,5G,Vodafone,Tablet,-82,41,105.22,6.39,0.08,0.38,1.09,273.35,123.47,174,95.55,14.3,Rainy
R00795,West,France,2023-02-03 02:00:00,4G,O2,Router,-68,112,144.52,0.7,0.41,0.17,17.05,248.92,60.94,151,95.38,17.8,Rainy
R00796,South,France,2023-02-03 03:00:00,4G,Orange,Tablet,-78,82,106.5,22.87,0.4,0.25,6.45,19.96,25.55,775,96.92,36.6,Rainy
R00797,Central,Germany,2023-02-03 04:00:00,5G,Orange,Router,-63,54,67.77,5.07,1.2,0.19,15.36,120.33,120.21,427,99.54,2.7,Clear
R00798,South,Germany,2023-02-03 05:00:00,4G,Orange,Tablet,-54,74,87.74,28.3,0.53,0.02,11.86,176.25,5.35,199,97.54,28.5,Stormy
R00799,East,Italy,2023-02-03 06:00:00,4G,Deutsche Telekom,Smartphone,-81,39,65.86,17.99,0.29,0.05,5.21,161.27,34.74,560,95.7,36.6,Stormy
R00800,East,Italy,2023-02-03 07:00:00,4G,Vodafone,Tablet,-85,24,74.67,3.07,0.04,0.84,13.32,231.43,97.09,455,96.23,29.4,Rainy
R00801,East,Germany,2023-02-03 08:00:00,5G,Deutsche Telekom,Tablet,-60,58,32.47,6.93,1.68,0.8,15.53,273.63,19.86,626,95.25,-4.5,Cloudy
R00802,East,Spain,2023-02-03 09:00:00,4G,Vodafone,Router,-81,82,112.35,18.52,1.94,0.14,10.01,238.27,42.09,277,99.16,24.7,Clear
R00803,West,France,2023-02-03 10:00:00,5G,O2,Smartphone,-66,51,66.47,10.47,1.41,0.67,15.21,73.86,62.03,994,99.73,4.4,Cloudy
R00804,Central,Italy,2023-02-03 11:00:00,5G,O2,Smartphone,-81,82,117.61,16.2,0.83,0.75,8.69,150.83,62.48,638,95.39,22.2,Stormy
R00805,South,France,2023-02-03 12:00:00,5G,Deutsche Telekom,Router,-73,93,200.13,24.09,0.24,0.05,19.62,124.15,146.06,445,95.86,20.7,Cloudy
R00806,South,Netherlands,2023-02-03 13:00:00,4G,Deutsche Telekom,Router,-53,59,117.59,23.88,0.95,0.09,5.56,232.2,102.95,752,95.86,38.1,Rainy
R00807,East,Germany,2023-02-03 14:00:00,5G,O2,Smartphone,-81,36,239.11,21.09,0.91,0.56,15.78,269.59,10.37,702,99.02,3.6,Cloudy
R00808,East,Spain,2023-02-03 15:00:00,4G,Telecom Italia,Router,-67,98,45.48,26.64,0.84,0.37,15.24,93.18,37.1,676,99.2,-2.7,Clear
R00809,North,Netherlands,2023-02-03 16:00:00,4G,Orange,Smartphone,-85,92,214.06,6.38,0.76,0.7,11.06,151.78,94.38,557,97.1,22.5,Rainy
R00810,Central,Netherlands,2023-02-03 17:00:00,4G,Orange,Tablet,-51,51,69.58,5.73,0.99,0.56,7.66,222.26,108.45,684,99.85,10.5,Clear
R00811,West,Netherlands,2023-02-03 18:00:00,4G,O2,Tablet,-78,42,234.14,24.08,0.15,0.03,9.47,24.49,60.19,289,96.3,28.8,Stormy
R00812,South,Germany,2023-02-03 19:00:00,5G,Orange,Smartphone,-56,94,64.52,9.97,0.08,0.68,12.96,289.29,129.2,495,97.63,39.7,Stormy
R00813,North,Italy,2023-02-03 20:00:00,5G,Telecom Italia,Smartphone,-65,79,189.27,15.61,0.13,0.2,11.08,241.99,141.8,108,99.98,13.1,Clear
R00814,North,Germany,2023-02-03 21:00:00,4G,Telecom Italia,Tablet,-87,96,24.91,22.45,0.4,0.31,15.47,167.4,94.04,940,99.14,1.8,Cloudy
R00815,South,Italy,2023-02-03 22:00:00,5G,Vodafone,Tablet,-74,101,161.16,12.18,0.56,0.74,7.85,235.81,86.55,956,97.44,19.9,Cloudy
R00816,West,Netherlands,2023-02-03 23:00:00,5G,Deutsche Telekom,Smartphone,-85,75,62.48,4.34,0.34,0.77,3.04,252.54,113.87,675,95.54,10.6,Clear
R00817,North,Netherlands,2023-02-04 00:00:00,5G,Orange,Router,-79,28,170.84,20.54,0.5,0.35,10.61,153.21,118.4,643,99.52,30.8,Rainy
R00818,North,Spain,2023-02-04 01:00:00,4G,Telecom Italia,Router,-63,88,162.6,24.61,0.37,0.09,5.92,137.62,36.24,775,97.71,19.0,Clear
R00819,Central,Italy,2023-02-04 02:00:00,5G,Deutsche Telekom,Smartphone,-85,81,231.69,0.88,0.3,0.77,12.72,252.93,75.12,818,96.54,35.9,Cloudy
R00820,West,Netherlands,2023-02-04 03:00:00,4G,Deutsche Telekom,Router,-57,83,160.4,17.1,0.59,0.87,10.89,259.3,69.88,373,97.26,32.7,Stormy
R00821,North,France,2023-02-04 04:00:00,5G,Vodafone,Tablet,-88,41,107.98,14.35,0.8,0.96,15.8,45.85,141.51,58,96.55,36.1,Stormy
R00822,West,Spain,2023-02-04 05:00:00,4G,Deutsche Telekom,Tablet,-92,51,56.46,8.16,1.49,0.32,11.93,273.27,21.21,564,97.76,8.5,Clear
R00823,South,Germany,2023-02-04 06:00:00,4G,Deutsche Telekom,Router,-60,66,167.79,5.25,1.91,0.12,9.18,90.27,141.8,505,96.36,35.6,Cloudy
R00824,East,Spain,2023-02-04 07:00:00,4G,O2,Smartphone,-77,21,37.93,6.05,1.84,0.94,3.28,203.48,88.03,826,97.23,34.0,Stormy
R00825,North,France,2023-02-04 08:00:00,5G,Vodafone,Tablet,-72,104,208.84,21.89,0.95,0.4,3.28,215.7,46.77,387,97.13,23.2,Clear
R00826,Central,Italy,2023-02-04 09:00:00,4G,Vodafone,Tablet,-55,111,69.36,16.32,0.92,0.09,13.17,91.12,131.05,374,98.08,36.0,Cloudy
R00827,South,Germany,2023-02-04 10:00:00,5G,Orange,Tablet,-78,71,135.8,29.44,0.25,0.5,17.73,98.21,12.31,839,95.07,-2.6,Clear
R00828,West,Germany,2023-02-04 11:00:00,4G,Deutsche Telekom,Router,-63,107,153.03,7.68,1.94,0.19,8.88,214.83,51.25,662,97.99,30.4,Stormy
R00829,South,Italy,2023-02-04 12:00:00,5G,Orange,Smartphone,-60,107,97.0,28.73,1.52,0.36,11.08,60.77,114.12,167,97.97,1.5,Cloudy
R00830,North,Spain,2023-02-04 13:00:00,4G,Telecom Italia,Router,-86,33,169.33,15.7,1.7,0.32,12.23,258.94,125.02,502,96.96,10.3,Rainy
R00831,West,Netherlands,2023-02-04 14:00:00,5G,Deutsche Telekom,Smartphone,-82,56,70.05,4.81,0.47,0.99,10.07,74.64,29.29,456,96.23,27.8,Stormy
R00832,East,Spain,2023-02-04 15:00:00,4G,Telecom Italia,Smartphone,-89,46,18.31,4.87,0.8,0.64,2.13,111.84,141.56,641,99.2,4.4,Rainy
R00833,South,France,2023-02-04 16:00:00,4G,O2,Router,-84,43,240.22,18.45,0.21,0.49,12.19,87.33,12.79,182,96.72,5.4,Stormy
R00834,North,Netherlands,2023-02-04 17:00:00,4G,Deutsche Telekom,Tablet,-74,83,86.81,25.03,1.88,0.51,3.6,81.14,67.87,534,96.56,4.5,Rainy
R00835,Central,Spain,2023-02-04 18:00:00,5G,Orange,Smartphone,-69,89,181.23,22.56,0.57,0.6,11.56,293.87,19.13,541,97.32,15.5,Rainy
R00836,West,Italy,2023-02-04 19:00:00,4G,Orange,Router,-59,45,131.81,19.84,1.19,0.87,15.73,83.46,19.17,600,96.39,-1.4,Clear
R00837,South,France,2023-02-04 20:00:00,4G,Deutsche Telekom,Tablet,-85,73,170.56,5.58,0.3,0.15,1.1,177.72,137.52,564,99.15,34.9,Clear
R00838,South,France,2023-02-04 21:00:00,4G,Orange,Smartphone,-60,34,36.62,3.7,1.61,0.6,9.18,226.16,136.07,587,97.82,27.8,Cloudy
R00839,East,France,2023-02-04 22:00:00,4G,Deutsche Telekom,Smartphone,-83,48,134.52,0.51,0.37,0.32,15.17,22.17,94.21,313,98.77,18.1,Clear
R00840,East,Netherlands,2023-02-04 23:00:00,5G,Vodafone,Tablet,-64,119,104.13,3.5,1.62,0.57,11.04,265.66,145.11,518,98.73,-1.2,Clear
R00841,Central,Germany,2023-02-05 00:00:00,4G,Orange,Smartphone,-88,93,118.44,23.11,0.8,0.52,5.47,54.34,76.2,101,98.94,0.6,Cloudy
R00842,Central,Netherlands,2023-02-05 01:00:00,4G,Deutsche Telekom,Router,-89,47,241.89,26.91,1.16,0.03,14.25,180.54,118.51,758,99.35,-0.6,Clear
R00843,North,Spain,2023-02-05 02:00:00,5G,Deutsche Telekom,Smartphone,-53,78,42.71,7.59,0.54,0.58,15.89,195.93,19.1,439,99.6,-4.3,Stormy
R00844,North,Germany,2023-02-05 03:00:00,5G,Orange,Smartphone,-53,92,191.13,23.95,1.77,0.71,7.89,192.57,62.36,943,96.92,25.0,Rainy
R00845,Central,Spain,2023-02-05 04:00:00,5G,Vodafone,Tablet,-79,40,89.28,6.37,1.52,0.25,6.65,222.7,79.69,204,97.22,18.0,Rainy
R00846,Central,Germany,2023-02-05 05:00:00,4G,Orange,Router,-74,29,79.69,7.85,0.71,0.11,11.36,280.06,117.83,426,95.25,12.2,Clear
R00847,West,Netherlands,2023-02-05 06:00:00,5G,Deutsche Telekom,Tablet,-62,23,74.99,7.11,1.17,0.21,7.94,278.8,53.5,263,99.63,10.6,Clear
R00848,East,France,2023-02-05 07:00:00,5G,Vodafone,Router,-76,81,93.71,2.03,0.26,0.64,16.88,177.64,147.15,455,97.94,15.8,Cloudy
R00849,North,Italy,2023-02-05 08:00:00,5G,Telecom Italia,Tablet,-88,23,95.71,6.22,0.32,0.47,15.8,117.28,111.55,535,98.56,16.4,Clear
R00850,East,France,2023-02-05 09:00:00,4G,O2,Smartphone,-74,25,74.98,11.52,1.07,0.87,6.93,103.24,82.28,617,97.18,1.3,Stormy
R00851,East,Netherlands,2023-02-05 10:00:00,4G,Orange,Router,-69,109,170.2,12.46,1.28,0.28,9.68,267.14,52.96,535,97.37,18.9,Rainy
R00852,Central,Germany,2023-02-05 11:00:00,4G,Deutsche Telekom,Router,-62,99,21.45,9.63,1.11,0.37,17.9,257.41,98.1,604,97.72,-2.8,Cloudy
R00853,West,France,2023-02-05 12:00:00,5G,Vodafone,Smartphone,-75,91,89.75,15.68,1.12,0.53,3.8,95.79,102.59,76,98.98,37.2,Cloudy
R00854,South,Netherlands,2023-02-05 13:00:00,4G,Vodafone,Tablet,-81,111,77.25,11.65,1.48,0.46,15.33,54.18,103.48,606,98.06,27.1,Cloudy
R00855,West,Spain,2023-02-05 14:00:00,5G,Telecom Italia,Router,-91,35,190.34,29.13,1.8,0.55,7.02,259.73,90.0,351,99.06,-4.6,Clear
R00856,West,Italy,2023-02-05 15:00:00,5G,Orange,Smartphone,-58,57,45.16,24.32,0.78,0.31,3.27,186.42,63.07,930,96.08,8.0,Clear
R00857,East,France,2023-02-05 16:00:00,5G,Vodafone,Smartphone,-79,68,235.76,27.96,1.07,0.17,3.22,100.81,123.41,82,96.03,39.2,Clear
R00858,West,Germany,2023-02-05 17:00:00,4G,Telecom Italia,Router,-88,80,50.92,16.94,1.79,0.8,6.25,187.09,42.45,176,96.03,-2.8,Cloudy
R00859,North,Spain,2023-02-05 18:00:00,5G,Deutsche Telekom,Router,-77,84,98.81,20.51,0.93,0.04,11.41,29.2,95.68,539,95.02,1.6,Cloudy
R00860,East,Netherlands,2023-02-05 19:00:00,5G,Telecom Italia,Router,-91,102,57.93,5.42,0.89,0.37,18.25,65.14,73.39,656,95.9,16.5,Rainy
R00861,North,Italy,2023-02-05 20:00:00,4G,Orange,Smartphone,-73,69,78.81,22.71,1.53,0.09,6.76,168.28,134.46,845,95.59,10.9,Rainy
R00862,South,Germany,2023-02-05 21:00:00,5G,Telecom Italia,Tablet,-77,36,192.65,7.46,1.75,0.74,4.79,166.36,90.63,399,97.27,39.3,Clear
R00863,East,Netherlands,2023-02-05 22:00:00,5G,Vodafone,Tablet,-82,47,124.34,4.8,1.48,0.37,10.09,81.53,129.07,915,95.64,19.3,Clear
R00864,South,Netherlands,2023-02-05 23:00:00,5G,Vodafone,Router,-86,63,49.02,1.73,0.2,0.03,3.98,294.81,143.23,670,97.08,37.4,Rainy
R00865,East,France,2023-02-06 00:00:00,4G,O2,Smartphone,-65,31,21.19,14.43,0.93,0.08,6.16,129.61,23.42,130,100.0,12.0,Stormy
R00866,Central,France,2023-02-06 01:00:00,5G,Telecom Italia,Smartphone,-83,89,65.18,8.96,0.42,0.2,19.75,215.48,85.5,740,97.52,7.2,Rainy
R00867,West,Germany,2023-02-06 02:00:00,4G,Deutsche Telekom,Router,-74,90,236.94,29.61,0.63,0.79,11.6,84.95,133.18,753,99.62,8.0,Clear
R00868,Central,Netherlands,2023-02-06 03:00:00,4G,Orange,Smartphone,-59,91,212.88,7.87,0.94,0.8,15.89,133.1,131.45,596,98.51,23.6,Clear
R00869,South,France,2023-02-06 04:00:00,5G,O2,Smartphone,-57,22,115.64,26.06,0.44,1.0,5.02,251.05,33.41,469,99.47,22.2,Clear
R00870,West,Italy,2023-02-06 05:00:00,5G,Telecom Italia,Smartphone,-86,68,125.68,9.83,1.03,0.24,10.88,256.09,74.8,311,98.13,19.9,Clear
R00871,East,Italy,2023-02-06 06:00:00,5G,Deutsche Telekom,Router,-65,40,225.85,22.6,1.29,0.06,10.7,49.23,37.35,542,99.05,3.5,Rainy
R00872,West,Netherlands,2023-02-06 07:00:00,5G,O2,Router,-53,27,151.92,19.97,1.75,0.28,16.44,112.85,135.04,782,96.51,6.9,Clear
R00873,North,France,2023-02-06 08:00:00,4G,Vodafone,Router,-61,83,221.38,17.07,0.42,0.18,1.41,68.91,5.47,235,96.86,8.0,Clear
R00874,West,Germany,2023-02-06 09:00:00,4G,Orange,Tablet,-83,111,128.04,12.8,0.62,0.71,17.35,268.18,36.67,177,99.8,34.0,Rainy
R00875,North,Germany,2023-02-06 10:00:00,5G,Telecom Italia,Tablet,-66,78,58.02,20.3,0.81,0.97,2.51,228.62,64.31,968,96.34,31.8,Stormy
R00876,West,Germany,2023-02-06 11:00:00,4G,Deutsche Telekom,Router,-62,49,184.22,12.51,0.45,0.27,18.42,173.36,37.06,319,97.11,4.2,Rainy
R00877,North,Italy,2023-02-06 12:00:00,5G,Vodafone,Smartphone,-60,51,136.33,16.67,0.66,0.33,3.71,198.52,146.17,250,98.26,1.6,Clear
R00878,South,France,2023-02-06 13:00:00,5G,O2,Smartphone,-61,94,170.43,17.9,1.77,0.35,11.11,275.1,40.38,873,96.96,-0.4,Clear
R00879,Central,France,2023-02-06 14:00:00,5G,Orange,Router,-92,39,47.74,8.39,0.28,0.86,2.89,97.95,57.54,640,95.1,-2.0,Cloudy
R00880,East,Italy,2023-02-06 15:00:00,5G,O2,Smartphone,-92,35,165.42,10.52,0.89,0.58,9.5,13.97,30.24,279,98.96,39.3,Clear
R00881,West,Germany,2023-02-06 16:00:00,4G,O2,Smartphone,-90,44,101.74,1.03,0.62,0.97,6.69,17.64,139.37,970,96.68,31.5,Stormy
R00882,Central,Germany,2023-02-06 17:00:00,4G,Deutsche Telekom,Tablet,-68,79,89.68,25.64,0.15,0.63,8.98,23.54,64.64,197,96.14,-4.2,Clear
R00883,East,Netherlands,2023-02-06 18:00:00,5G,Vodafone,Smartphone,-66,64,171.15,22.8,0.19,0.71,11.36,47.26,42.97,540,97.53,-4.7,Rainy
R00884,East,Spain,2023-02-06 19:00:00,5G,Telecom Italia,Smartphone,-69,28,152.14,5.91,1.57,0.09,9.73,175.55,40.69,263,95.04,26.0,Clear
R00885,North,France,2023-02-06 20:00:00,4G,Deutsche Telekom,Router,-91,70,165.79,11.18,1.7,0.95,1.44,294.52,89.91,963,99.32,9.0,Clear
R00886,South,France,2023-02-06 21:00:00,4G,Orange,Tablet,-52,80,241.68,12.92,1.48,0.63,17.41,131.78,146.76,685,96.31,-0.5,Cloudy
R00887,South,France,2023-02-06 22:00:00,4G,O2,Tablet,-57,59,178.29,10.36,1.08,0.52,2.8,216.6,146.25,706,99.61,15.9,Clear
R00888,Central,Spain,2023-02-06 23:00:00,5G,Orange,Smartphone,-61,80,163.82,24.05,1.55,0.39,19.63,239.73,147.34,191,98.39,-4.2,Clear
R00889,South,Netherlands,2023-02-07 00:00:00,4G,Deutsche Telekom,Router,-57,86,157.25,21.9,0.3,0.08,17.18,242.41,61.06,587,97.74,14.1,Rainy
R00890,West,Spain,2023-02-07 01:00:00,5G,Deutsche Telekom,Tablet,-52,99,105.69,23.13,1.56,0.13,11.67,138.56,137.59,793,99.03,5.7,Stormy
R00891,South,Germany,2023-02-07 02:00:00,5G,Telecom Italia,Tablet,-81,95,211.41,27.17,0.85,0.01,5.66,169.48,69.44,721,99.97,6.9,Cloudy
R00892,Central,Germany,2023-02-07 03:00:00,4G,O2,Smartphone,-77,34,101.43,18.06,1.5,1.0,2.64,105.34,79.03,398,96.26,7.9,Stormy
R00893,South,France,2023-02-07 04:00:00,5G,Deutsche Telekom,Tablet,-66,72,178.06,18.63,0.46,0.79,13.76,209.48,80.39,281,96.78,8.8,Stormy
R00894,West,Italy,2023-02-07 05:00:00,4G,Orange,Router,-58,23,80.35,21.8,1.67,0.8,4.83,121.03,14.22,492,97.42,-4.1,Clear
R00895,North,France,2023-02-07 06:00:00,5G,Telecom Italia,Router,-64,42,45.46,20.6,1.14,0.73,14.93,100.21,30.67,632,97.7,20.7,Cloudy
R00896,Central,Italy,2023-02-07 07:00:00,5G,Orange,Tablet,-56,46,41.14,26.16,0.01,0.48,16.82,191.92,133.48,362,97.76,19.7,Clear
R00897,North,Spain,2023-02-07 08:00:00,5G,O2,Router,-67,56,162.29,23.22,1.04,0.09,19.79,108.96,134.97,250,97.74,24.3,Clear
R00898,North,Germany,2023-02-07 09:00:00,5G,Telecom Italia,Router,-90,96,88.71,4.05,0.62,0.07,10.58,128.32,34.29,317,99.14,2.2,Rainy
R00899,North,Italy,2023-02-07 10:00:00,5G,Telecom Italia,Smartphone,-70,62,76.01,27.89,0.12,0.92,19.52,216.15,48.88,52,97.02,39.8,Clear
R00900,East,Spain,2023-02-07 11:00:00,5G,Telecom Italia,Tablet,-69,56,152.09,20.65,0.89,0.0,3.84,257.47,125.32,977,95.05,1.1,Cloudy
R00901,East,Germany,2023-02-07 12:00:00,4G,Vodafone,Tablet,-61,104,16.16,4.25,0.62,0.7,16.89,136.09,34.6,402,99.38,31.5,Cloudy
R00902,North,Italy,2023-02-07 13:00:00,4G,Telecom Italia,Smartphone,-68,48,69.09,23.27,0.41,0.63,7.84,161.44,132.72,192,98.31,4.9,Clear
R00903,Central,France,2023-02-07 14:00:00,5G,Orange,Smartphone,-91,48,91.73,11.07,0.7,0.5,7.93,226.45,124.36,186,95.95,14.8,Cloudy
R00904,West,France,2023-02-07 15:00:00,4G,Orange,Smartphone,-55,68,180.01,24.28,0.36,0.97,6.1,75.24,122.09,98,95.15,9.6,Stormy
R00905,West,France,2023-02-07 16:00:00,5G,O2,Smartphone,-80,94,140.8,28.68,0.6,0.2,4.29,130.35,134.3,221,96.58,8.8,Stormy
R00906,South,Spain,2023-02-07 17:00:00,4G,Deutsche Telekom,Router,-55,70,215.44,8.03,0.23,0.79,9.4,245.32,133.6,642,95.62,16.9,Stormy
R00907,Central,France,2023-02-07 18:00:00,4G,Deutsche Telekom,Router,-78,69,90.28,25.79,0.17,0.67,19.76,269.4,138.0,205,99.48,5.8,Rainy
R00908,East,Netherlands,2023-02-07 19:00:00,5G,Vodafone,Smartphone,-83,47,81.15,23.32,1.82,0.97,7.27,197.02,132.53,990,96.39,19.6,Stormy
R00909,North,Germany,2023-02-07 20:00:00,4G,Telecom Italia,Tablet,-53,93,17.97,20.3,1.81,0.93,9.76,124.08,93.0,830,98.53,6.3,Stormy
R00910,South,Spain,2023-02-07 21:00:00,5G,Vodafone,Tablet,-71,24,238.41,11.86,1.66,0.13,5.34,185.72,27.87,864,98.29,38.8,Cloudy
R00911,West,France,2023-02-07 22:00:00,4G,O2,Tablet,-86,75,130.36,3.74,0.46,0.31,7.41,61.86,93.33,70,98.57,5.8,Cloudy
R00912,East,Germany,2023-02-07 23:00:00,5G,O2,Smartphone,-67,83,130.61,14.77,1.45,0.85,2.05,18.5,141.62,99,97.65,29.4,Stormy
R00913,East,Italy,2023-02-08 00:00:00,4G,Deutsche Telekom,Router,-86,108,231.62,3.62,1.18,0.23,19.16,31.64,145.31,224,98.65,16.1,Clear
R00914,North,France,2023-02-08 01:00:00,5G,O2,Router,-90,116,79.58,15.25,0.1,0.38,10.69,41.37,110.63,675,97.56,-3.3,Cloudy
R00915,West,Germany,2023-02-08 02:00:00,4G,Telecom Italia,Router,-80,36,89.71,24.7,1.8,0.63,14.93,75.44,105.61,310,96.89,1.9,Rainy
R00916,Central,Netherlands,2023-02-08 03:00:00,5G,Orange,Router,-71,116,167.52,29.93,2.0,0.56,10.75,143.9,141.07,824,99.29,36.8,Cloudy
R00917,East,Italy,2023-02-08 04:00:00,4G,O2,Tablet,-52,108,198.44,6.34,1.42,0.64,15.63,77.37,47.24,471,97.29,31.9,Rainy
R00918,North,Netherlands,2023-02-08 05:00:00,5G,Vodafone,Tablet,-92,116,177.83,6.63,0.46,0.71,11.15,179.66,26.89,854,97.84,1.5,Stormy
R00919,Central,Germany,2023-02-08 06:00:00,4G,Telecom Italia,Router,-59,74,199.29,24.42,1.11,0.73,14.33,299.51,47.05,388,97.33,-2.7,Stormy
R00920,West,Netherlands,2023-02-08 07:00:00,5G,O2,Smartphone,-62,28,148.03,14.34,0.22,0.74,14.01,154.47,142.6,538,98.88,1.9,Rainy
R00921,East,Germany,2023-02-08 08:00:00,4G,O2,Router,-77,110,217.08,27.52,0.6,0.99,11.14,229.49,35.78,465,97.7,21.3,Rainy
R00922,Central,Germany,2023-02-08 09:00:00,5G,Telecom Italia,Router,-63,108,142.03,23.19,1.43,0.36,5.38,94.8,37.59,489,97.35,23.5,Rainy
R00923,Central,Netherlands,2023-02-08 10:00:00,5G,O2,Smartphone,-92,87,65.04,22.22,0.6,0.04,5.03,289.24,32.98,303,96.29,12.1,Cloudy
R00924,Central,Germany,2023-02-08 11:00:00,5G,Orange,Router,-52,92,140.01,3.51,0.29,0.35,17.61,82.24,75.3,476,99.56,7.6,Stormy
R00925,East,France,2023-02-08 12:00:00,5G,Deutsche Telekom,Tablet,-62,98,181.11,1.56,0.01,0.91,3.29,183.02,120.48,628,99.32,4.3,Cloudy
R00926,East,Germany,2023-02-08 13:00:00,4G,Telecom Italia,Smartphone,-84,35,166.86,9.84,1.15,0.08,11.63,295.17,60.37,664,97.16,14.7,Clear
R00927,South,Spain,2023-02-08 14:00:00,4G,Vodafone,Smartphone,-65,35,68.32,6.91,1.94,0.65,10.55,244.39,19.52,916,98.3,-4.0,Rainy
R00928,West,Germany,2023-02-08 15:00:00,4G,O2,Router,-80,32,19.86,21.51,0.97,0.42,16.17,297.69,112.33,844,97.54,-4.6,Clear
R00929,North,Spain,2023-02-08 16:00:00,5G,Deutsche Telekom,Tablet,-94,97,70.6,13.8,0.43,0.92,3.57,120.12,93.43,612,95.88,30.9,Rainy
R00930,Central,Germany,2023-02-08 17:00:00,5G,Vodafone,Tablet,-94,105,246.17,15.93,0.93,0.93,14.06,32.51,74.48,737,96.88,18.9,Rainy
R00931,South,Germany,2023-02-08 18:00:00,5G,Vodafone,Tablet,-60,104,54.27,24.51,1.2,0.79,12.51,80.61,144.79,889,99.27,30.2,Stormy
R00932,North,Netherlands,2023-02-08 19:00:00,5G,Orange,Router,-90,92,121.45,14.62,1.6,0.1,14.32,287.71,73.21,292,98.99,0.1,Rainy
R00933,South,France,2023-02-08 20:00:00,5G,Deutsche Telekom,Router,-73,82,163.2,16.58,0.91,0.02,12.8,117.47,111.22,230,95.51,31.7,Cloudy
R00934,East,France,2023-02-08 21:00:00,4G,Telecom Italia,Tablet,-57,60,221.07,25.35,0.35,0.14,11.69,46.18,27.98,772,95.38,36.5,Rainy
R00935,Central,Italy,2023-02-08 22:00:00,4G,Deutsche Telekom,Router,-52,72,192.46,13.22,0.38,0.32,18.6,182.0,65.4,399,99.27,19.0,Rainy
R00936,North,Netherlands,2023-02-08 23:00:00,4G,Deutsche Telekom,Tablet,-59,87,228.15,2.95,1.8,0.24,7.62,155.12,35.78,97,99.5,-0.3,Clear
R00937,North,Netherlands,2023-02-09 00:00:00,5G,Vodafone,Router,-80,93,155.05,15.89,0.47,0.37,4.51,28.12,55.48,281,96.47,0.5,Stormy
R00938,North,France,2023-02-09 01:00:00,5G,Orange,Smartphone,-53,118,217.68,17.59,1.46,0.14,16.11,141.35,74.56,827,96.75,3.7,Stormy
